Topic 1
	put	0.0066677
	tonight	0.00655279
	traffic	0.00643789
	long	0.00632299
Topic 37
	vote	0.046971
	election	0.0335341
	votes	0.0223162
	win	0.0189878
	gotv	0.0170154
	final	0.0135637
	voting	0.0135637
	elections	0.0128241
	general	0.0114681
	oct	0.0108517
	victory	0.0102353
	people	0.0101121
	numbers	0.00998878
	number	0.00937241
	wins	0.00900258
	voted	0.00863276
	polls	0.00813966
	early	0.00727675
	close	0.0070302
	supporters	0.00678365
Topic 38
	clinton	0.0251558
	john	0.0212362
	campaign	0.0189497
	sunday	0.0189497
	sun	0.0140501
	bill	0.0140501
	national	0.0127436
	edition	0.0122536
	chairman	0.0120903
	news	0.0120903
	sen	0.0116004
	adviser	0.0112737
	senator	0.0112737
	cnn	0.0111104
	shows	0.0109471
	clintons	0.0101305
	sens	0.00947721
	late	0.00898725
	graham	0.00882394
	face	0.00882394
Topic 39
	november	0.0647848
	voting	0.0149101
	election	0.0144358
	republicans	0.0139614
	electoral	0.0132838
	house	0.0130127
	governor	0.012945
	poll	0.0126739
	account	0.0124706
	senate	0.0124706
	polls	0.00962451
	general	0.00962451
	bush	0.00948899
	voter	0.00894687
	kerry	0.00887911
	experience	0.00867581
	sunzoo	0.0081337
	city	0.00779487
	vote	0.00772711
	planned	0.00718499
Topic 40
	house	0.0420941
	district	0.0308537
	race	0.0259908
	democrats	0.024795
	seat	0.0244762
	elections	0.0243167
	gop	0.0177
	republican	0.0168231
	races	0.0155476
	herseth	0.0141924
	seats	0.0137938
	democrat	0.0132357
	democratic	0.0124385
	state	0.0120399
	strong	0.0106847
	won	0.010047
	rep	0.00956864
	republicans	0.00917004
	election	0.0090106
	congressional	0.00853228
Topic 41
	bush	0.160224
	kerry	0.15268
	general	0.031377
	poll	0.0276648
	results	0.0227552
	nader	0.0188036
	trend	0.0161692
	lines	0.0152112
	florida	0.014852
	polls	0.0129361
	numbers	0.0112596
	news	0.0109004
	state	0.0105411
	group	0.0103016
	pdf	0.00970291
	leads	0.00958316
	ohio	0.00922392
	undecided	0.00886468
	kerrys	0.0083857
	research	0.00814621
Topic 42
	media	0.0292198
	news	0.0261073
	times	0.0243001
	press	0.0175732
	article	0.0131555
	read	0.0124527
	piece	0.0120511
	washington	0.0118503
	papers	0.0115491
	york	0.00883825
	local	0.00823584
	coverage	0.00823584
	journalists	0.00803504
	found	0.00743263
	newspaper	0.00743263
	magazine	0.00733222
	stories	0.00703102
	note	0.00652901
	email	0.00652901
	left	0.00612741
Topic 43
	people	0.0217536
	tom	0.0178658
	schaller	0.0168151
	local	0.0151339
	night	0.0146085
	campaign	0.0128222
	event	0.00998518
	time	0.0086192
	tonight	0.00798875
	school	0.00746338
	line	0.00746338
	late	0.00725323
	talking	0.00714815
	ill	0.00704308
	rally	0.00704308
	morning	0.006938
	events	0.00683293
	moines	0.0065177
	des	0.00641263
	precinct	0.0060974
Topic 44
	dean	0.0630152
	edwards	0.0616325
	clark	0.0581757
	kerry	0.0522498
	primary	0.0451387
	lieberman	0.0430646
	poll	0.0396078
	democratic	0.03783
	gephardt	0.0346695
	kucinich	0.0211387
	results	0.0202498
	sharpton	0.0193609
	polls	0.0168917
	numbers	0.015114
	braun	0.0125461
	latest	0.0118547
	jan	0.0115584
	iowa	0.0105708
	undecided	0.0103732
	national	0.0101757
Topic 45
	party	0.0427098
	political	0.0214045
	democratic	0.0211153
	internet	0.0137886
	people	0.0133066
	blog	0.0122461
	media	0.0121497
	blogs	0.0119569
	community	0.0105108
	message	0.0104144
	democrats	0.010318
	progressive	0.0096432
	establishment	0.00761872
	book	0.00761872
	online	0.00732951
	blogosphere	0.00655827
	politics	0.00626906
	bloggers	0.00617266
	support	0.00617266
	real	0.00569064
Topic 46
	people	0.0261869
	family	0.0204046
	years	0.0146224
	black	0.0113494
	white	0.010913
	isnt	0.00884017
	man	0.00851287
	life	0.00818557
	wife	0.00785828
	apparently	0.00774918
	wouldnt	0.00731278
	political	0.00698549
	side	0.00654909
	asked	0.00643999
	time	0.00633089
	lot	0.00633089
	call	0.00611269
	fact	0.0060036
	america	0.0057854
	person	0.0057854
Topic 47
	women	0.0296402
	men	0.0267721
	people	0.0163754
	life	0.0139853
	country	0.0129098
	american	0.0119537
	man	0.0111172
	children	0.0105197
	rights	0.00753214
	remember	0.00729314
	americans	0.00681512
	politics	0.00681512
	human	0.00681512
	dead	0.00657612
	full	0.00657612
	lives	0.00657612
	put	0.00621761
	death	0.0057396
	history	0.0056201
	job	0.0056201
Topic 48
	november	0.0676422
	vote	0.0181174
	kerry	0.0174975
	voting	0.017222
	polls	0.0150867
	account	0.0141913
	senate	0.0138469
	house	0.0134336
	electoral	0.0134336
	poll	0.0132958
	governor	0.0130892
	republicans	0.0129514
	bush	0.0122626
	voter	0.00985184
	sunzoo	0.00950744
	democrats	0.0079232
	election	0.00764768
	friends	0.00737216
	slight	0.00730328
	bob	0.0072344
Topic 49
	nader	0.0378183
	ballot	0.0349094
	state	0.0236536
	party	0.0225154
	general	0.0206183
	court	0.0194801
	election	0.0172036
	republican	0.0166977
	voter	0.015686
	voters	0.011133
	signatures	0.00999481
	campaign	0.00999481
	supreme	0.00948893
	republicans	0.00936246
	gop	0.00885658
	ralph	0.00873011
	county	0.00847717
	law	0.00809776
	ohio	0.00797129
	naders	0.00784482
Topic 50
	union	0.033994
	endorsement	0.0331313
	labor	0.0274377
	unions	0.0258849
	members	0.0148428
	endorsed	0.0134626
	endorse	0.01329
	endorsements	0.0125999
	afscme	0.0119098
	seiu	0.0115647
	support	0.0110471
	workers	0.00932177
	state	0.00914923
	gephardt	0.0084591
	stern	0.00828657
	john	0.00707884
	organization	0.00673378
	trade	0.00673378
	nov	0.00673378
	candidate	0.00656124
